"WEEK_NUM","WEEK_START_DATE","DC_ID","BEER_STYLE","PRODUCT_COUNT","TOTAL_UNITS","TOTAL_REVENUE","TOTAL_COGS","TOTAL_GROSS_PROFIT","AVG_MARGIN_PCT","BARLEY_PRICE","HOPS_PRICE","AVG_BARLEY_USAGE","AVG_HOPS_USAGE","TOTAL_BARLEY_COST","TOTAL_HOPS_COST","AVG_UNIT_MARGIN","AVG_SELLING_PRICE","AVG_UNIT_COGS"
48,"2025-09-01","DC-ATL","STOUT",1,35,1374.1,986.3,387.8,28.22,7.24,6.56,1.200,0.350,304.08,80.36,11.08,39.26,28.18
18,"2025-02-03","DC-SEA","IPA",1,15,709.65,423,286.65,40.39,7.64,4.85,0.950,1.400,108.87,101.85,19.11,47.31,28.2
58,"2025-11-10","DC-SEA","IPA",1,14,636.58,352.24,284.34,44.67,5.16,4.36,0.950,1.400,68.63,85.46,20.31,45.47,25.16
82,"2026-04-27","DC-DAL","IPA",1,41,1901.99,1066.82,835.17,43.91,5.89,4.48,0.950,1.400,229.42,257.15,20.37,46.39,26.02
22,"2025-03-03","DC-SEA","PILSNER",1,19,2709.02,1710.38,998.64,36.86,7.86,4.86,0.800,0.500,119.47,46.17,52.56,142.58,90.02
54,"2025-10-13","DC-ATL","LAGER",1,14,476.84,325.64,151.2,31.71,7.1,4.51,0.850,0.550,84.49,34.73,10.8,34.06,23.26
49,"2025-09-08","DC-DAL","IPA",1,36,1653.48,1074.96,578.52,34.99,7.08,6.42,0.950,1.400,242.14,323.57,16.07,45.93,29.86
24,"2025-03-17","DC-NYC","IPA",1,30,1405.5,850.8,554.7,39.47,7.97,4.74,0.950,1.400,227.15,199.08,18.49,46.85,28.36
16,"2025-01-20","DC-ATL","STOUT",1,20,833.6,561.4,272.2,32.65,7.61,4.96,1.200,0.350,182.64,34.72,13.61,41.68,28.07
103,"2026-09-21","DC-ATL","STOUT",1,28,1133.16,693.84,439.32,38.77,5.02,4.45,1.200,0.350,168.67,43.61,15.69,40.47,24.78
30,"2025-04-28","DC-DAL","ALE",1,21,3161.97,2016.21,1145.76,36.24,7.83,4.83,0.900,0.700,147.99,71,54.56,150.57,96.01
66,"2026-01-05","DC-NYC","IPA",1,21,964.53,525.42,439.11,45.53,5.43,4.08,0.950,1.400,108.33,119.95,20.91,45.93,25.02
99,"2026-08-24","DC-ATL","STOUT",1,37,1497.39,1010.1,487.29,32.54,7.09,4.54,1.200,0.350,314.8,58.79,13.17,40.47,27.3
84,"2026-05-11","DC-ATL","LAGER",1,17,567.97,375.36,192.61,33.91,5.74,4.47,0.850,0.550,82.94,41.79,11.33,33.41,22.08
8,"2024-11-25","DC-ATL","STOUT",1,22,916.96,609.62,307.34,33.52,7.19,5.38,1.200,0.350,189.82,41.43,13.97,41.68,27.71
93,"2026-07-13","DC-TOR","PILSNER",1,27,4127.49,2409.21,1718.28,41.63,7.3,4.18,0.800,0.500,157.68,56.43,63.64,152.87,89.23
82,"2026-04-27","DC-TOR","PILSNER",1,23,3448.39,2029.75,1418.64,41.14,5.89,4.48,0.800,0.500,108.38,51.52,61.68,149.93,88.25
11,"2024-12-16","DC-DAL","IPA",1,24,1091.28,686.4,404.88,37.1,7.41,5.29,0.950,1.400,168.95,177.74,16.87,45.47,28.6
16,"2025-01-20","DC-ATL","LAGER",1,12,381.24,287.28,93.96,24.65,7.61,4.96,0.850,0.550,77.62,32.74,7.83,31.77,23.94
84,"2026-05-11","DC-SEA","IPA",1,23,1088.13,594.78,493.35,45.34,5.74,4.47,0.950,1.400,125.42,143.93,21.45,47.31,25.86
43,"2025-07-28","DC-NYC","IPA",1,38,1797.78,1033.6,764.18,42.51,7.37,4.32,0.950,1.400,266.06,229.82,20.11,47.31,27.2
85,"2026-05-18","DC-ATL","STOUT",1,36,1413.36,928.44,484.92,34.31,5.87,4.42,1.200,0.350,253.58,55.69,13.47,39.26,25.79
85,"2026-05-18","DC-SEA","IPA",1,24,1102.32,621.84,480.48,43.59,5.87,4.42,0.950,1.400,133.84,148.51,20.02,45.93,25.91
19,"2025-02-10","DC-DAL","ALE",1,14,2172.52,1344.42,828.1,38.12,7.82,4.87,0.900,0.700,98.53,47.73,59.15,155.18,96.03
77,"2026-03-23","DC-NYC","IPA",1,30,1446.9,773.4,673.5,46.55,5.86,4.33,0.950,1.400,167.01,181.86,22.45,48.23,25.78
59,"2025-11-17","DC-ATL","LAGER",1,11,349.47,238.81,110.66,31.67,5.3,4.49,0.850,0.550,49.56,27.16,10.06,31.77,21.71
82,"2026-04-27","DC-NYC","IPA",1,35,1688.05,910.7,777.35,46.05,5.89,4.48,0.950,1.400,195.84,219.52,22.21,48.23,26.02
16,"2025-01-20","DC-SEA","IPA",1,12,556.68,339.84,216.84,38.95,7.61,4.96,0.950,1.400,86.75,83.33,18.07,46.39,28.32
84,"2026-05-11","DC-NYC","IPA",1,32,1469.76,827.52,642.24,43.7,5.74,4.47,0.950,1.400,174.5,200.26,20.07,45.93,25.86
44,"2025-08-04","DC-SEA","IPA",1,20,937,545.6,391.4,41.77,7.48,4.3,0.950,1.400,142.12,120.4,19.57,46.85,27.28
51,"2025-09-22","DC-ATL","LAGER",1,16,529.28,390.72,138.56,26.18,7.14,6.57,0.850,0.550,97.1,57.82,8.66,33.08,24.42
5,"2024-11-04","DC-SEA","PILSNER",1,15,2315.1,1338.15,976.95,42.2,7.1,4.46,0.800,0.500,85.2,33.45,65.13,154.34,89.21
90,"2026-06-22","DC-DAL","ALE",1,26,3954.6,2486.38,1468.22,37.13,7.47,4.75,0.900,0.700,174.8,86.45,56.47,152.10,95.63
27,"2025-04-07","DC-TOR","PILSNER",1,21,3241.14,1891.68,1349.46,41.64,8.05,4.68,0.800,0.500,135.24,49.14,64.26,154.34,90.08
3,"2024-10-21","DC-DAL","IPA",1,29,1398.67,780.1,618.57,44.23,6.97,4.38,0.950,1.400,192.02,177.83,21.33,48.23,26.9
43,"2025-07-28","DC-ATL","LAGER",1,18,577.8,420.84,156.96,27.17,7.37,4.32,0.850,0.550,112.76,42.77,8.72,32.10,23.38
76,"2026-03-16","DC-SEA","PILSNER",1,16,2445.92,1412.16,1033.76,42.26,5.93,4.43,0.800,0.500,75.9,35.44,64.61,152.87,88.26
2,"2024-10-14","DC-ATL","LAGER",1,13,447.07,300.69,146.38,32.74,6.93,4.55,0.850,0.550,76.58,32.53,11.26,34.39,23.13
21,"2025-02-24","DC-SEA","PILSNER",1,15,2271,1349.7,921.3,40.57,7.82,4.84,0.800,0.500,93.84,36.3,61.42,151.40,89.98
99,"2026-08-24","DC-ATL","BEER",38,1159,40795.71,28668.92,12126.79,29.11,7.09,4.54,0.859,0.628,7040.8,3268.94,10.36,35.15,24.78
101,"2026-09-07","DC-NYC","BEER",42,1741,60374.04,40031.54,20342.5,33.27,5.2,4.52,0.875,0.640,7944.66,4985.06,11.62,34.69,23.07
3,"2024-10-21","DC-NYC","BEER",42,1350,47095.42,33002.99,14092.43,29.6,6.97,4.38,0.875,0.640,8237.84,3757.73,10.41,34.95,24.53
68,"2026-01-19","DC-DAL","BEER",42,852,29831.47,19745.16,10086.31,33.29,5.66,4.05,0.872,0.634,4206.8,2162.13,11.75,34.94,23.19
102,"2026-09-14","DC-ATL","BEER",38,1108,39187.43,25545.56,13641.87,34.47,5.2,4.46,0.859,0.628,4940.21,3060.1,12.3,35.41,23.11
23,"2025-03-10","DC-NYC","BEER",42,1323,45780.3,33891.08,11889.22,25.47,7.96,4.84,0.875,0.640,9220.94,4055.05,8.87,34.56,25.69
69,"2026-01-26","DC-TOR","BEER",42,625,21934.52,14550.61,7383.91,33.33,5.78,4.13,0.875,0.668,3138.25,1703.79,11.81,35.19,23.37
19,"2025-02-10","DC-TOR","BEER",42,578,20080.39,14778.09,5302.3,25.98,7.82,4.87,0.875,0.668,3931.43,1865.21,9.12,34.78,25.65
82,"2026-04-27","DC-TOR","BEER",42,836,29394.8,19762.94,9631.86,32.35,5.89,4.48,0.875,0.668,4283.97,2482.37,11.48,35.18,23.7
15,"2025-01-13","DC-NYC","BEER",42,1098,38240.95,27891.05,10349.9,26.65,7.54,5.06,0.875,0.640,7257.1,3514.22,9.32,34.79,25.47
59,"2025-11-17","DC-SEA","BEER",48,752,26670.24,17531.9,9138.34,33.77,5.3,4.49,0.882,0.638,3519.84,2147.16,12.09,35.46,23.37
102,"2026-09-14","DC-SEA","BEER",48,980,34789.91,22723.9,12066.01,34.32,5.2,4.46,0.882,0.638,4504.08,2769.62,12.27,35.53,23.26
95,"2026-07-27","DC-CHI","BEER",45,1601,56155.15,39807.95,16347.2,28.98,7.25,4.26,0.896,0.642,10413.9,4385.63,10.27,35.05,24.78
55,"2025-10-20","DC-CHI","BEER",45,1210,42732.08,30156.05,12576.03,29.33,7.12,4.52,0.896,0.642,7731.25,3531.16,10.44,35.27,24.83
27,"2025-04-07","DC-CHI","BEER",45,1364,47792.28,35242.21,12550.07,25.98,8.05,4.68,0.896,0.642,9841.13,4105.9,9.23,34.99,25.77
86,"2026-05-25","DC-TOR","BEER",42,918,32148.59,21465.26,10683.33,32.9,5.63,4.45,0.875,0.668,4494.37,2696.74,11.62,35.08,23.46
8,"2024-11-25","DC-DAL","BEER",42,809,28303.47,20504.33,7799.14,26.97,7.19,5.38,0.872,0.634,5074.2,2728.36,9.56,34.92,25.37
40,"2025-07-07","DC-CHI","BEER",45,1703,60277.4,42666.97,17610.43,29,7.53,4.18,0.896,0.642,11484.3,4576.56,10.37,35.34,24.98
104,"2026-09-28","DC-SEA","BEER",48,948,33655.23,22003.76,11651.47,34.45,5.19,4.5,0.882,0.638,4351.04,2710.8,12.35,35.63,23.28
67,"2026-01-12","DC-DAL","BEER",42,817,28637.41,18926.41,9711,33.38,5.64,4.09,0.872,0.634,4012.75,2084.18,11.79,34.98,23.2
78,"2026-03-30","DC-DAL","BEER",42,1088,38062.65,25635.96,12426.69,31.98,5.82,4.43,0.872,0.634,5523.06,3014.93,11.28,34.85,23.57
24,"2025-03-17","DC-CHI","BEER",45,1213,42329.04,31308.35,11020.69,25.75,7.97,4.74,0.896,0.642,8664.82,3697.15,9.14,34.87,25.73
65,"2025-12-29","DC-TOR","BEER",42,581,20269.88,13417.46,6852.42,33.43,5.46,4.22,0.875,0.668,2759.87,1620.61,11.74,34.89,23.15
32,"2025-05-12","DC-TOR","BEER",42,831,29158.1,21110.71,8047.39,27.07,7.82,4.63,0.875,0.668,5645.41,2546.31,9.62,35.11,25.49
52,"2025-09-29","DC-SEA","BEER",48,857,30376.52,22538.03,7838.49,25.7,7.25,6.49,0.882,0.638,5495.36,3523.36,9.21,35.57,26.37
104,"2026-09-28","DC-CHI","BEER",45,1372,47937.6,31744.37,16193.23,33.71,5.19,4.5,0.896,0.642,6378.98,3962.75,11.89,34.98,23.09
72,"2026-02-16","DC-NYC","BEER",42,1296,45186.97,30109.44,15077.53,32.98,5.82,3.98,0.875,0.640,6622.75,3268.02,11.55,34.82,23.27
96,"2026-08-03","DC-SEA","BEER",48,1090,38547.03,27147.86,11399.17,29.29,7.14,4.45,0.882,0.638,6886.03,3087.37,10.45,35.42,24.97
35,"2025-06-02","DC-SEA","BEER",48,1090,38374.71,27279.32,11095.39,28.66,7.56,4.07,0.882,0.638,7284.29,2819.41,10.23,35.32,25.1
68,"2026-01-19","DC-TOR","BEER",42,615,21522.92,14228.18,7294.74,33.62,5.66,4.05,0.875,0.668,3025.61,1646.49,11.89,35.11,23.22
12,"2024-12-23","DC-NYC","BEER",42,1109,38652.49,28127.96,10524.53,26.67,7.44,5.16,0.875,0.640,7240.76,3627.89,9.37,34.81,25.44
64,"2025-12-22","DC-NYC","BEER",42,1154,40179.22,26624.67,13554.55,33.25,5.47,4.27,0.875,0.640,5530.01,3122.69,11.64,34.79,23.15
6,"2024-11-11","DC-TOR","BEER",42,628,22171.72,15362.3,6809.42,30.25,6.96,4.32,0.875,0.668,3793.34,1794.36,10.77,35.30,24.53
102,"2026-09-14","DC-TOR","BEER",42,830,29238.81,19087.74,10151.07,34.17,5.2,4.46,0.875,0.668,3748.26,2449.25,12.14,35.23,23.09
77,"2026-03-23","DC-TOR","BEER",42,745,26153.91,17507.88,8646.03,32.61,5.86,4.33,0.875,0.668,3797.87,2136.42,11.52,35.10,23.58
56,"2025-10-27","DC-CHI","BEER",45,1160,40551.63,29027.64,11523.99,28.31,7.3,4.46,0.896,0.642,7586.16,3331.22,9.97,34.92,24.95
87,"2026-06-01","DC-SEA","BEER",48,1107,39008.56,28157.64,10850.92,27.51,7.69,4.52,0.882,0.638,7531.97,3182.4,9.8,35.30,25.5
26,"2025-03-31","DC-SEA","BEER",48,896,31708.88,23124.49,8584.39,26.76,7.95,4.75,0.882,0.638,6304.35,2701.47,9.58,35.46,25.87
41,"2025-07-14","DC-CHI","BEER",45,1675,58365.72,41919.37,16446.35,27.85,7.5,4.21,0.896,0.642,11272.73,4534.72,9.81,34.78,24.97
98,"2026-08-17","DC-DAL","BEER",42,1248,43862.2,30613.66,13248.54,29.56,6.97,4.43,0.872,0.634,7571.23,3444.64,10.5,35.07,24.57
52,"2025-09-29","DC-DAL","BEER",42,980,34353.69,25598.62,8755.07,25.03,7.25,6.49,0.872,0.634,6196.58,3983.56,8.87,34.99,26.12
39,"2025-06-30","DC-SEA","BEER",48,1117,39357.39,27774,11583.39,29.17,7.31,4.14,0.882,0.638,7221.91,2949.63,10.37,35.29,24.92
47,"2025-08-25","DC-ATL","BEER",38,1167,40879.24,30359.07,10520.17,25.17,7.25,6.42,0.859,0.628,7255.15,4637.81,8.95,35.05,26.1
61,"2025-12-01","DC-CHI","BEER",45,1082,37737.56,25047.3,12690.26,33.51,5.23,4.42,0.896,0.642,5067.14,3071.81,11.81,34.88,23.07
82,"2026-04-27","DC-ATL","BEER",38,1179,41414.17,27901.12,13513.05,32.61,5.89,4.48,0.859,0.628,5949.43,3269.55,11.61,35.33,23.72
9,"2024-12-02","DC-DAL","BEER",42,815,28548.5,20474.11,8074.39,27.72,7.06,5.24,0.872,0.634,5011.54,2673.66,9.83,35.00,25.17
40,"2025-07-07","DC-SEA","BEER",48,1133,39890.98,28405.94,11485.04,28.51,7.53,4.18,0.882,0.638,7544.91,2999.74,10.14,35.28,25.14
17,"2025-01-27","DC-SEA","BEER",48,672,23778.96,17246.8,6532.16,27.14,7.68,4.9,0.882,0.638,4570.44,2087.69,9.71,35.44,25.73
1,"2024-10-07","DC-DAL","BEER",42,998,34841.39,24436.53,10404.86,29.27,6.91,4.41,0.872,0.634,6018.61,2756.29,10.29,34.80,24.51
2,"2024-10-14","DC-ATL","BEER",38,942,32858.86,23181.46,9677.4,29.16,6.93,4.55,0.859,0.628,5587.87,2648.96,10.28,34.94,24.65
10,"2024-12-09","DC-TOR","BEER",42,566,19900.43,14335.56,5564.87,27.38,7.22,5.33,0.875,0.668,3549.57,1997.79,9.74,35.17,25.44
83,"2026-05-04","DC-TOR","BEER",42,889,31159.09,20886.78,10272.31,32.4,5.79,4.43,0.875,0.668,4468.26,2607.01,11.45,35.04,23.58
66,"2026-01-05","DC-NYC","BEER",42,1179,41255.78,27003.6,14252.18,34.08,5.43,4.08,0.875,0.640,5620.59,3042.37,11.97,34.96,22.99
71,"2026-02-09","DC-SEA","BEER",48,753,26607.43,17495.99,9111.44,33.78,5.65,3.93,0.882,0.638,3757.14,1878.5,12.03,35.35,23.32
46,"2025-08-18","DC-ATL","BEER",38,1165,40946.49,30299.08,10647.41,25.51,7.2,6.45,0.859,0.628,7184.02,4657.35,9.1,35.18,26.08
28,"2025-04-14","DC-TOR","BEER",42,778,27351.03,19973.13,7377.9,26.44,7.98,4.83,0.875,0.668,5397.75,2485.9,9.38,35.15,25.77
58,"2025-11-10","DC-NYC","BEER",42,1329,46351.7,30389.15,15962.55,33.98,5.16,4.36,0.875,0.640,6013.46,3674.7,11.89,34.82,22.93
60,"2025-11-24","DC-NYC","BEER",42,1239,43423.74,28610.93,14812.81,33.67,5.33,4.46,0.875,0.640,5797.6,3501.23,11.84,34.98,23.15
78,"2026-03-30","DC-NYC","BEER",42,1514,52777.91,35531.42,17246.49,32.08,5.82,4.43,0.875,0.640,7724.13,4254.7,11.23,34.79,23.56
51,"2025-09-22","DC-TOR","BEER",42,782,27382.82,20402.42,6980.4,24.96,7.14,6.57,0.875,0.668,4853.13,3395.51,8.82,35.02,26.19
10,"2024-12-09","DC-CHI","BEER",45,1021,35697.96,26043.93,9654.03,26.86,7.22,5.33,0.896,0.642,6612.08,3494.77,9.5,34.94,25.44
85,"2026-05-18","DC-NYC","BEER",42,1839,64459.37,43230.74,21228.63,32.43,5.87,4.42,0.875,0.640,9444.83,5145.59,11.41,35.01,23.59
100,"2026-08-31","DC-CHI","BEER",45,1493,52454.52,37070.68,15383.84,29.2,7.05,4.51,0.896,0.642,9427.82,4322.97,10.35,35.11,24.76
7,"2024-11-18","DC-NYC","BEER",42,1177,41172.62,29623.89,11548.73,27.78,7.07,5.31,0.875,0.640,7308.97,3959.93,9.8,35.02,25.22
6,"2024-11-11","DC-DAL","BEER",42,858,29827.35,21007.25,8820.1,29.07,6.96,4.32,0.872,0.634,5209.56,2324.42,10.21,34.71,24.5
42,"2025-07-21","DC-NYC","BEER",42,1867,65258.43,46569.07,18689.36,28.26,7.51,4.38,0.875,0.640,12303.63,5185.13,9.94,34.95,25.01
12,"2024-12-23","DC-SEA","BEER",48,655,23224.66,16809.71,6414.95,27.45,7.44,5.16,0.882,0.638,4308.43,2150.79,9.84,35.52,25.69
39,"2025-06-30","DC-ATL","BEER",38,1240,43385.51,30600.22,12785.29,29.15,7.31,4.14,0.859,0.628,7757.66,3189.91,10.29,35.01,24.72
46,"2025-08-18","DC-NYC","BEER",42,1742,61006.32,45263.29,15743.03,25.34,7.2,6.45,0.875,0.640,10975.68,7134.22,8.93,34.99,26.06
56,"2025-10-27","DC-NYC","BEER",42,1349,47024.25,33455.88,13568.37,28.3,7.3,4.46,0.875,0.640,8632.32,3816.2,9.92,34.79,24.87
98,"2026-08-17","DC-NYC","BEER",42,1819,63050.2,44529.31,18520.89,28.94,6.97,4.43,0.875,0.640,11107.88,5111.82,10.09,34.65,24.56
94,"2026-07-20","DC-ATL","BEER",38,1262,44672.08,31171.53,13500.55,29.76,7.24,4.26,0.859,0.628,7830.06,3334.34,10.64,35.38,24.74
55,"2025-10-20","DC-SEA","BEER",48,825,28947.24,20576.96,8370.28,28.8,7.12,4.52,0.882,0.638,5197.03,2371.69,10.24,35.23,25
48,"2025-09-01","DC-TOR","BEER",42,837,29382.75,21914.58,7468.17,25.04,7.24,6.56,0.875,0.668,5277.16,3628.2,8.9,35.17,26.27
62,"2025-12-08","DC-DAL","BEER",42,842,29584.06,19417.6,10166.46,33.75,5.32,4.33,0.872,0.634,3907.22,2281.48,11.92,34.99,23.07
71,"2026-02-09","DC-TOR","BEER",42,635,22295.96,14649.15,7646.81,33.88,5.65,3.93,0.875,0.668,3120.95,1646.43,11.96,35.09,23.13
99,"2026-08-24","DC-NYC","BEER",42,1774,61911.52,43766.49,18145.03,29.01,7.09,4.54,0.875,0.640,11015.02,5108.73,10.21,34.95,24.74
101,"2026-09-07","DC-ATL","BEER",38,1137,40075.52,26262.69,13812.83,34.09,5.2,4.52,0.859,0.628,5069.01,3192.11,12.14,35.28,23.15
15,"2025-01-13","DC-ATL","BEER",38,749,26134.03,19072.84,7061.19,26.59,7.54,5.06,0.859,0.628,4842.26,2352.6,9.37,34.87,25.5
79,"2026-04-06","DC-NYC","BEER",42,1542,53661.72,36038.15,17623.57,32.51,5.8,4.27,0.875,0.640,7828.49,4168.76,11.39,34.82,23.44
7,"2024-11-18","DC-ATL","BEER",38,749,26287.7,18885.52,7402.18,27.92,7.07,5.31,0.859,0.628,4541.56,2465.22,9.92,35.17,25.25
83,"2026-05-04","DC-NYC","BEER",42,1688,58961.84,39573.29,19388.55,32.29,5.79,4.43,0.875,0.640,8567.29,4747.32,11.36,34.89,23.53
11,"2024-12-16","DC-NYC","BEER",42,1118,38714.13,28410.26,10303.87,26.25,7.41,5.29,0.875,0.640,7265.51,3748.92,9.16,34.66,25.5
16,"2025-01-20","DC-CHI","BEER",45,975,33992.49,24987.19,9005.3,26.31,7.61,4.96,0.896,0.642,6650.84,3110.52,9.28,34.83,25.55
5,"2024-11-04","DC-NYC","BEER",42,1258,43825.26,30977.19,12848.07,29,7.1,4.46,0.875,0.640,7826.05,3545.08,10.17,34.87,24.7
104,"2026-09-28","DC-DAL","BEER",42,1109,38858.54,25546.16,13312.38,33.83,5.19,4.5,0.872,0.634,5016.14,3125.84,11.9,34.97,23.07
92,"2026-07-06","DC-TOR","PILSNER",1,24,3492.48,2141.52,1350.96,38.68,7.3,4.18,0.800,0.500,140.16,50.16,56.29,145.52,89.23
25,"2025-03-24","DC-DAL","IPA",1,33,1576.41,941.82,634.59,40.26,8,4.85,0.950,1.400,250.8,224.07,19.23,47.77,28.54
14,"2025-01-06","DC-ATL","STOUT",1,22,890.34,612.48,277.86,31.21,7.39,5.05,1.200,0.350,195.1,38.89,12.63,40.47,27.84
21,"2025-02-24","DC-NYC","IPA",1,29,1331.97,822.44,509.53,38.25,7.82,4.84,0.950,1.400,215.44,196.5,17.57,45.93,28.36
104,"2026-09-28","DC-DAL","IPA",1,36,1686.6,913.68,772.92,45.83,5.19,4.5,0.950,1.400,177.5,226.8,21.47,46.85,25.38
26,"2025-03-31","DC-SEA","IPA",1,16,756.96,453.6,303.36,40.08,7.95,4.75,0.950,1.400,120.84,106.4,18.96,47.31,28.35
2,"2024-10-14","DC-NYC","IPA",1,28,1273.16,758.8,514.36,40.4,6.93,4.55,0.950,1.400,184.34,178.36,18.37,45.47,27.1
63,"2025-12-15","DC-SEA","PILSNER",1,14,2099.02,1228.5,870.52,41.47,5.37,4.3,0.800,0.500,60.14,30.1,62.18,149.93,87.75
9,"2024-12-02","DC-ATL","STOUT",1,19,791.92,522.69,269.23,34,7.06,5.24,1.200,0.350,160.97,34.85,14.17,41.68,27.51
62,"2025-12-08","DC-NYC","IPA",1,24,1113.36,606.48,506.88,45.53,5.32,4.33,0.950,1.400,121.3,145.49,21.12,46.39,25.27
90,"2026-06-22","DC-SEA","IPA",1,25,1113.75,697.5,416.25,37.37,7.47,4.75,0.950,1.400,177.41,166.25,16.65,44.55,27.9
76,"2026-03-16","DC-DAL","IPA",1,30,1336.5,779.7,556.8,41.66,5.93,4.43,0.950,1.400,169.01,186.06,18.56,44.55,25.99
91,"2026-06-29","DC-ATL","LAGER",1,20,635.4,473.8,161.6,25.43,7.5,4.69,0.850,0.550,127.5,51.59,8.08,31.77,23.69
96,"2026-08-03","DC-ATL","LAGER",1,20,661.6,465.2,196.4,29.69,7.14,4.45,0.850,0.550,121.38,48.95,9.82,33.08,23.26
61,"2025-12-01","DC-TOR","PILSNER",1,15,2182.8,1315.35,867.45,39.74,5.23,4.42,0.800,0.500,62.76,33.15,57.83,145.52,87.69
20,"2025-02-17","DC-DAL","IPA",1,30,1419.3,851.7,567.6,39.99,7.75,4.91,0.950,1.400,220.88,206.22,18.92,47.31,28.39
91,"2026-06-29","DC-TOR","PILSNER",1,24,3668.88,2151.6,1517.28,41.36,7.5,4.69,0.800,0.500,144,56.28,63.22,152.87,89.65
54,"2025-10-13","DC-SEA","PILSNER",1,17,2523.82,1516.91,1006.91,39.9,7.1,4.51,0.800,0.500,96.56,38.34,59.23,148.46,89.23
90,"2026-06-22","DC-ATL","LAGER",1,17,562.36,402.9,159.46,28.36,7.47,4.75,0.850,0.550,107.94,44.41,9.38,33.08,23.7
27,"2025-04-07","DC-ATL","STOUT",1,31,1229.46,883.5,345.96,28.14,8.05,4.68,1.200,0.350,299.46,50.78,11.16,39.66,28.5
25,"2025-03-24","DC-TOR","PILSNER",1,18,2778.12,1622.34,1155.78,41.6,8,4.85,0.800,0.500,115.2,43.65,64.21,154.34,90.13
24,"2025-03-17","DC-SEA","IPA",1,18,859.86,510.48,349.38,40.63,7.97,4.74,0.950,1.400,136.29,119.45,19.41,47.77,28.36
8,"2024-11-25","DC-ATL","LAGER",1,11,367.51,261.91,105.6,28.73,7.19,5.38,0.850,0.550,67.23,32.55,9.6,33.41,23.81
30,"2025-04-28","DC-TOR","PILSNER",1,24,3492.48,2159.52,1332.96,38.17,7.83,4.83,0.800,0.500,150.34,57.96,55.54,145.52,89.98
6,"2024-11-11","DC-ATL","LAGER",1,10,324.2,230.3,93.9,28.96,6.96,4.32,0.850,0.550,59.16,23.76,9.39,32.42,23.03
13,"2024-12-30","DC-TOR","PILSNER",1,16,2375.36,1437.92,937.44,39.47,7.53,5.1,0.800,0.500,96.38,40.8,58.59,148.46,89.87
56,"2025-10-27","DC-SEA","PILSNER",1,16,2375.36,1429.92,945.44,39.8,7.3,4.46,0.800,0.500,93.44,35.68,59.09,148.46,89.37
32,"2025-05-12","DC-DAL","ALE",1,23,3710.36,2204.78,1505.58,40.58,7.82,4.63,0.900,0.700,161.87,74.54,65.46,161.32,95.86
71,"2026-02-09","DC-SEA","PILSNER",1,15,2271,1316.85,954.15,42.01,5.65,3.93,0.800,0.500,67.8,29.48,63.61,151.40,87.79
66,"2026-01-05","DC-TOR","PILSNER",1,18,2619.36,1578.24,1041.12,39.75,5.43,4.08,0.800,0.500,78.19,36.72,57.84,145.52,87.68
1,"2024-10-07","DC-ATL","STOUT",1,29,1150.14,784.16,365.98,31.82,6.91,4.41,1.200,0.350,240.47,44.76,12.62,39.66,27.04
81,"2026-04-20","DC-DAL","IPA",1,36,1636.92,933.12,703.8,43,5.86,4.43,0.950,1.400,200.41,223.27,19.55,45.47,25.92
8,"2024-11-25","DC-DAL","IPA",1,29,1385.33,826.79,558.54,40.32,7.19,5.38,0.950,1.400,198.08,218.43,19.26,47.77,28.51
23,"2025-03-10","DC-ATL","STOUT",1,26,1094.34,739.7,354.64,32.41,7.96,4.84,1.200,0.350,248.35,44.04,13.64,42.09,28.45
53,"2025-10-06","DC-ATL","LAGER",1,12,404.76,279.84,124.92,30.86,7.13,4.58,0.850,0.550,72.73,30.23,10.41,33.73,23.32
6,"2024-11-11","DC-TOR","PILSNER",1,17,2523.82,1513.51,1010.31,40.03,6.96,4.32,0.800,0.500,94.66,36.72,59.43,148.46,89.03
104,"2026-09-28","DC-ATL","LAGER",1,14,481.46,302.82,178.64,37.1,5.19,4.5,0.850,0.550,61.76,34.65,12.76,34.39,21.63
8,"2024-11-25","DC-DAL","ALE",1,15,2304.6,1437.3,867.3,37.63,7.19,5.38,0.900,0.700,97.07,56.49,57.82,153.64,95.82
5,"2024-11-04","DC-NYC","IPA",1,27,1215.27,732.78,482.49,39.7,7.1,4.46,0.950,1.400,182.11,168.59,17.87,45.01,27.14
23,"2025-03-10","DC-NYC","IPA",1,28,1273.16,797.72,475.44,37.34,7.96,4.84,0.950,1.400,211.74,189.73,16.98,45.47,28.49
23,"2025-03-10","DC-ATL","LAGER",1,14,463.12,338.38,124.74,26.93,7.96,4.84,0.850,0.550,94.72,37.27,8.91,33.08,24.17
11,"2024-12-16","DC-ATL","STOUT",1,21,883.89,586.74,297.15,33.62,7.41,5.29,1.200,0.350,186.73,38.88,14.15,42.09,27.94
83,"2026-05-04","DC-ATL","LAGER",1,17,584.63,375.7,208.93,35.74,5.79,4.43,0.850,0.550,83.67,41.42,12.29,34.39,22.1
103,"2026-09-21","DC-NYC","IPA",1,35,1655.85,880.25,775.6,46.84,5.02,4.45,0.950,1.400,166.92,218.05,22.16,47.31,25.15
84,"2026-05-11","DC-DAL","IPA",1,43,1915.65,1111.98,803.67,41.95,5.74,4.47,0.950,1.400,234.48,269.09,18.69,44.55,25.86
