"WEEK_NUM","WEEK_START_DATE","ROUTE_ID","ROUTE_DESCRIPTION","ORIGIN_ID","DESTINATION_ID","MATERIAL_TYPE","TRANSPORT_MODE","BASELINE_LEAD_DAYS","ORIGIN_LAT","ORIGIN_LON","DEST_LAT","DEST_LON","ACTUAL_LEAD_DAYS","DISRUPTION_FACTOR","SHIPMENT_QTY_TONS","FREIGHT_COST_PER_TON","IS_DISRUPTED","PRIMARY_DISRUPTION_EVENT","ROUTE_RISK_SCORE"
100,"2026-08-31","RT-S04","Barley: Saskatchewan to Brooklyn","SUP-SK","BRW-01","BARLEY","RAIL",6,50.4452,-104.6189,40.6782,-73.9442,6,0.06,20.5,136.24,false,"\N",7
33,"2025-05-19","RT-D01","NYC DC to Boston Dist.","DC-NYC","DST-BOS","FINISHED","TRUCK",1,40.6501,-74.0139,42.3601,-71.0589,2,0,24,77,false,"\N",9
35,"2025-06-02","RT-D07","Chicago DC to Minneapolis Dist.","DC-CHI","DST-MSP","FINISHED","TRUCK",1,41.8525,-87.6514,44.9778,-93.2650,2,0,12,87,false,"\N",1
58,"2025-11-10","RT-D02","NYC DC to Philadelphia Dist.","DC-NYC","DST-PHL","FINISHED","TRUCK",1,40.6501,-74.0139,39.9526,-75.1652,1,0,18,112,false,"\N",4
62,"2025-12-08","RT-B01","Brooklyn Brewery to NYC DC","BRW-01","DC-NYC","FINISHED","TRUCK",1,40.6782,-73.9442,40.6501,-74.0139,1,0,18,71,false,"\N",9
62,"2025-12-08","RT-S02","Barley: N.Dakota to Chicago Brewery","SUP-ND","BRW-02","BARLEY","RAIL",3,46.8772,-96.7898,41.8881,-87.6298,3,0,24,78,false,"\N",3
66,"2026-01-05","RT-D11","Dallas DC to Phoenix Dist.","DC-DAL","DST-PHX","FINISHED","TRUCK",2,32.7767,-96.7970,33.4484,-112.0740,3,0,26,108,false,"\N",2
1,"2024-10-07","RT-B05","Chicago Brewery to Dallas DC","BRW-02","DC-DAL","FINISHED","TRUCK",3,41.8881,-87.6298,32.7767,-96.7970,4,0.25,18.9,86.4,true,"Ukraine-Russia War - Grain Export Disruption",33
36,"2025-06-09","RT-D11","Dallas DC to Phoenix Dist.","DC-DAL","DST-PHX","FINISHED","TRUCK",2,32.7767,-96.7970,33.4484,-112.0740,2,0,12,82,false,"\N",6
36,"2025-06-09","RT-D08","Chicago DC to St.Louis Dist.","DC-CHI","DST-STL","FINISHED","TRUCK",1,41.8525,-87.6514,38.6270,-90.1994,2,0,29,120,false,"\N",6
28,"2025-04-14","RT-D05","Atlanta DC to Nashville Dist.","DC-ATL","DST-NSH","FINISHED","TRUCK",1,33.7537,-84.3863,36.1627,-86.7816,1,0,11,124,false,"\N",1
88,"2026-06-08","RT-S02","Barley: N.Dakota to Chicago Brewery","SUP-ND","BRW-02","BARLEY","RAIL",3,46.8772,-96.7898,41.8881,-87.6298,4,0.06,22.4,89.08,false,"\N",10
38,"2025-06-23","RT-D05","Atlanta DC to Nashville Dist.","DC-ATL","DST-NSH","FINISHED","TRUCK",1,33.7537,-84.3863,36.1627,-86.7816,2,0,25,82,false,"\N",3
33,"2025-05-19","RT-D09","Dallas DC to Houston Dist.","DC-DAL","DST-HOU","FINISHED","TRUCK",1,32.7767,-96.7970,29.7604,-95.3698,2,0,16,105,false,"\N",9
86,"2026-05-25","RT-S01","Barley: Montana to Brooklyn Brewery","SUP-MT","BRW-01","BARLEY","RAIL",5,47.5063,-111.2813,40.6782,-73.9442,6,0,16,85,false,"\N",1
90,"2026-06-22","RT-S07","Hops: Yakima to Portland Brewery","SUP-WA","BRW-03","HOPS","TRUCK",1,46.6021,-120.5059,45.5152,-122.6784,1,0,10,91,false,"\N",6
90,"2026-06-22","RT-B01","Brooklyn Brewery to NYC DC","BRW-01","DC-NYC","FINISHED","TRUCK",1,40.6782,-73.9442,40.6501,-74.0139,2,0.18,26.9,115.54,true,"EU Export Controls on Hop Extracts",23
81,"2026-04-20","RT-S08","Hops: Germany (via Newark) to Brooklyn","SUP-DE","BRW-01","HOPS","OCEAN+TRUCK",21,40.7282,-74.1534,40.6782,-73.9442,22,0,24,98,false,"\N",0
51,"2025-09-22","RT-D04","Atlanta DC to Tampa Dist.","DC-ATL","DST-TPA","FINISHED","TRUCK",1,33.7537,-84.3863,27.9506,-82.4572,2,0,13,124,false,"\N",5
59,"2025-11-17","RT-D01","NYC DC to Boston Dist.","DC-NYC","DST-BOS","FINISHED","TRUCK",1,40.6501,-74.0139,42.3601,-71.0589,1,0,23,121,false,"\N",5
62,"2025-12-08","RT-B06","Portland Brewery to Seattle DC","BRW-03","DC-SEA","FINISHED","TRUCK",1,45.5152,-122.6784,47.6062,-122.3321,1,0,26,105,false,"\N",8
57,"2025-11-03","RT-S02","Barley: N.Dakota to Chicago Brewery","SUP-ND","BRW-02","BARLEY","RAIL",3,46.8772,-96.7898,41.8881,-87.6298,3,0,23,88,false,"\N",0
1,"2024-10-07","RT-S05","Hops: Yakima to Brooklyn Brewery","SUP-WA","BRW-01","HOPS","TRUCK",7,46.6021,-120.5059,40.6782,-73.9442,7,0,10,128,false,"\N",8
10,"2024-12-09","RT-B02","Brooklyn Brewery to Atlanta DC","BRW-01","DC-ATL","FINISHED","TRUCK",3,40.6782,-73.9442,33.7537,-84.3863,6,0.55,11.7,126.72,true,"Ukraine-Russia War - Grain Export Disruption",76
14,"2025-01-06","RT-S07","Hops: Yakima to Portland Brewery","SUP-WA","BRW-03","HOPS","TRUCK",1,46.6021,-120.5059,45.5152,-122.6784,2,0,12,84,false,"\N",9
32,"2025-05-12","RT-S03","Barley: Idaho to Portland Brewery","SUP-ID","BRW-03","BARLEY","TRUCK",2,43.6150,-116.2023,45.5152,-122.6784,3,0.125,15.2,130.9,false,"\N",15
10,"2024-12-09","RT-D03","Atlanta DC to Miami Dist.","DC-ATL","DST-MIA","FINISHED","TRUCK",2,33.7537,-84.3863,25.7617,-80.1918,2,0,11,130,false,"\N",6
31,"2025-05-05","RT-D01","NYC DC to Boston Dist.","DC-NYC","DST-BOS","FINISHED","TRUCK",1,40.6501,-74.0139,42.3601,-71.0589,1,0,25,86,false,"\N",9
34,"2025-05-26","RT-B02","Brooklyn Brewery to Atlanta DC","BRW-01","DC-ATL","FINISHED","TRUCK",3,40.6782,-73.9442,33.7537,-84.3863,3,0.25,18,120,true,"Ukraine-Russia War - Grain Export Disruption",33
56,"2025-10-27","RT-B05","Chicago Brewery to Dallas DC","BRW-02","DC-DAL","FINISHED","TRUCK",3,41.8881,-87.6298,32.7767,-96.7970,3,0.15,13.2,92.96,false,"Black Sea Grain Corridor Collapse",26
79,"2026-04-06","RT-S02","Barley: N.Dakota to Chicago Brewery","SUP-ND","BRW-02","BARLEY","RAIL",3,46.8772,-96.7898,41.8881,-87.6298,3,0,14,129,false,"\N",3
30,"2025-04-28","RT-D08","Chicago DC to St.Louis Dist.","DC-CHI","DST-STL","FINISHED","TRUCK",1,41.8525,-87.6514,38.6270,-90.1994,1,0,28,73,false,"\N",8
85,"2026-05-18","RT-S06","Hops: Yakima to Chicago Brewery","SUP-WA","BRW-02","HOPS","TRUCK",5,46.6021,-120.5059,41.8881,-87.6298,6,0,29,93,false,"\N",2
9,"2024-12-02","RT-D01","NYC DC to Boston Dist.","DC-NYC","DST-BOS","FINISHED","TRUCK",1,40.6501,-74.0139,42.3601,-71.0589,1,0,20,126,false,"\N",6
19,"2025-02-10","RT-B03","Brooklyn Brewery to Toronto DC","BRW-01","DC-TOR","FINISHED","TRUCK",2,40.6782,-73.9442,43.6532,-79.3832,2,0.45,8.2,161.84,true,"Ukraine-Russia War - Grain Export Disruption",64
35,"2025-06-02","RT-B02","Brooklyn Brewery to Atlanta DC","BRW-01","DC-ATL","FINISHED","TRUCK",3,40.6782,-73.9442,33.7537,-84.3863,3,0.25,9.9,108,true,"Ukraine-Russia War - Grain Export Disruption",40
68,"2026-01-19","RT-S03","Barley: Idaho to Portland Brewery","SUP-ID","BRW-03","BARLEY","TRUCK",2,43.6150,-116.2023,45.5152,-122.6784,2,0,13,85,false,"\N",4
67,"2026-01-12","RT-D14","Seattle DC to LA Dist.","DC-SEA","DST-LAX","FINISHED","TRUCK",3,47.6062,-122.3321,34.0522,-118.2437,3,0,23,84,false,"\N",8
59,"2025-11-17","RT-D10","Dallas DC to Denver Dist.","DC-DAL","DST-DEN","FINISHED","TRUCK",2,32.7767,-96.7970,39.7392,-104.9903,2,0,30,105,false,"\N",3
73,"2026-02-23","RT-B05","Chicago Brewery to Dallas DC","BRW-02","DC-DAL","FINISHED","TRUCK",3,41.8881,-87.6298,32.7767,-96.7970,3,0,27,122,false,"\N",1
102,"2026-09-14","RT-S04","Barley: Saskatchewan to Brooklyn","SUP-SK","BRW-01","BARLEY","RAIL",6,50.4452,-104.6189,40.6782,-73.9442,6,0,14,126,false,"\N",0
26,"2025-03-31","RT-D01","NYC DC to Boston Dist.","DC-NYC","DST-BOS","FINISHED","TRUCK",1,40.6501,-74.0139,42.3601,-71.0589,1,0,18,120,false,"\N",5
12,"2024-12-23","RT-D01","NYC DC to Boston Dist.","DC-NYC","DST-BOS","FINISHED","TRUCK",1,40.6501,-74.0139,42.3601,-71.0589,1,0,11,86,false,"\N",8
17,"2025-01-27","RT-S07","Hops: Yakima to Portland Brewery","SUP-WA","BRW-03","HOPS","TRUCK",1,46.6021,-120.5059,45.5152,-122.6784,1,0,17,92,false,"\N",4
10,"2024-12-09","RT-S02","Barley: N.Dakota to Chicago Brewery","SUP-ND","BRW-02","BARLEY","RAIL",3,46.8772,-96.7898,41.8881,-87.6298,3,0.125,23.8,100.1,false,"\N",16
53,"2025-10-06","RT-D03","Atlanta DC to Miami Dist.","DC-ATL","DST-MIA","FINISHED","TRUCK",2,33.7537,-84.3863,25.7617,-80.1918,3,0,28,80,false,"\N",6
32,"2025-05-12","RT-D08","Chicago DC to St.Louis Dist.","DC-CHI","DST-STL","FINISHED","TRUCK",1,41.8525,-87.6514,38.6270,-90.1994,2,0,30,102,false,"\N",1
19,"2025-02-10","RT-D02","NYC DC to Philadelphia Dist.","DC-NYC","DST-PHL","FINISHED","TRUCK",1,40.6501,-74.0139,39.9526,-75.1652,2,0,22,124,false,"\N",1
82,"2026-04-27","RT-D11","Dallas DC to Phoenix Dist.","DC-DAL","DST-PHX","FINISHED","TRUCK",2,32.7767,-96.7970,33.4484,-112.0740,2,0,23,97,false,"\N",8
35,"2025-06-02","RT-S08","Hops: Germany (via Newark) to Brooklyn","SUP-DE","BRW-01","HOPS","OCEAN+TRUCK",21,40.7282,-74.1534,40.6782,-73.9442,21,0,19,93,false,"\N",1
91,"2026-06-29","RT-D13","Seattle DC to SF Dist.","DC-SEA","DST-SFO","FINISHED","TRUCK",2,47.6062,-122.3321,37.7749,-122.4194,2,0,12,106,false,"\N",7
30,"2025-04-28","RT-D05","Atlanta DC to Nashville Dist.","DC-ATL","DST-NSH","FINISHED","TRUCK",1,33.7537,-84.3863,36.1627,-86.7816,1,0,25,82,false,"\N",7
86,"2026-05-25","RT-D10","Dallas DC to Denver Dist.","DC-DAL","DST-DEN","FINISHED","TRUCK",2,32.7767,-96.7970,39.7392,-104.9903,2,0,18,79,false,"\N",4
77,"2026-03-23","RT-D04","Atlanta DC to Tampa Dist.","DC-ATL","DST-TPA","FINISHED","TRUCK",1,33.7537,-84.3863,27.9506,-82.4572,1,0,13,108,false,"\N",7
19,"2025-02-10","RT-D07","Chicago DC to Minneapolis Dist.","DC-CHI","DST-MSP","FINISHED","TRUCK",1,41.8525,-87.6514,44.9778,-93.2650,2,0,10,98,false,"\N",7
95,"2026-07-27","RT-S01","Barley: Montana to Brooklyn Brewery","SUP-MT","BRW-01","BARLEY","RAIL",5,47.5063,-111.2813,40.6782,-73.9442,6,0.06,10.7,104.8,false,"\N",15
91,"2026-06-29","RT-D02","NYC DC to Philadelphia Dist.","DC-NYC","DST-PHL","FINISHED","TRUCK",1,40.6501,-74.0139,39.9526,-75.1652,1,0,11,117,false,"\N",1
68,"2026-01-19","RT-B05","Chicago Brewery to Dallas DC","BRW-02","DC-DAL","FINISHED","TRUCK",3,41.8881,-87.6298,32.7767,-96.7970,3,0,21,88,false,"\N",0
98,"2026-08-17","RT-B04","Chicago Brewery to Chicago DC","BRW-02","DC-CHI","FINISHED","TRUCK",1,41.8881,-87.6298,41.8525,-87.6514,1,0.12,28.6,121.66,false,"Midwest Drought - Domestic Barley Belt",23
103,"2026-09-21","RT-D02","NYC DC to Philadelphia Dist.","DC-NYC","DST-PHL","FINISHED","TRUCK",1,40.6501,-74.0139,39.9526,-75.1652,1,0,20,122,false,"\N",2
66,"2026-01-05","RT-S05","Hops: Yakima to Brooklyn Brewery","SUP-WA","BRW-01","HOPS","TRUCK",7,46.6021,-120.5059,40.6782,-73.9442,7,0,26,82,false,"\N",5
72,"2026-02-16","RT-S02","Barley: N.Dakota to Chicago Brewery","SUP-ND","BRW-02","BARLEY","RAIL",3,46.8772,-96.7898,41.8881,-87.6298,3,0,14,83,false,"\N",1
73,"2026-02-23","RT-S08","Hops: Germany (via Newark) to Brooklyn","SUP-DE","BRW-01","HOPS","OCEAN+TRUCK",21,40.7282,-74.1534,40.6782,-73.9442,21,0,12,117,false,"\N",1
104,"2026-09-28","RT-S03","Barley: Idaho to Portland Brewery","SUP-ID","BRW-03","BARLEY","TRUCK",2,43.6150,-116.2023,45.5152,-122.6784,3,0,14,117,false,"\N",2
2,"2024-10-14","RT-B02","Brooklyn Brewery to Atlanta DC","BRW-01","DC-ATL","FINISHED","TRUCK",3,40.6782,-73.9442,33.7537,-84.3863,3,0.25,19.8,122.4,true,"Ukraine-Russia War - Grain Export Disruption",30
8,"2024-11-25","RT-D09","Dallas DC to Houston Dist.","DC-DAL","DST-HOU","FINISHED","TRUCK",1,32.7767,-96.7970,29.7604,-95.3698,1,0,22,112,false,"\N",4
21,"2025-02-24","RT-B06","Portland Brewery to Seattle DC","BRW-03","DC-SEA","FINISHED","TRUCK",1,45.5152,-122.6784,47.6062,-122.3321,2,0.25,9.9,114,true,"Ukraine-Russia War - Grain Export Disruption",38
41,"2025-07-14","RT-D09","Dallas DC to Houston Dist.","DC-DAL","DST-HOU","FINISHED","TRUCK",1,32.7767,-96.7970,29.7604,-95.3698,2,0,24,87,false,"\N",0
79,"2026-04-06","RT-B02","Brooklyn Brewery to Atlanta DC","BRW-01","DC-ATL","FINISHED","TRUCK",3,40.6782,-73.9442,33.7537,-84.3863,3,0,26,112,false,"\N",5
15,"2025-01-13","RT-S01","Barley: Montana to Brooklyn Brewery","SUP-MT","BRW-01","BARLEY","RAIL",5,47.5063,-111.2813,40.6782,-73.9442,5,0.125,20,104.5,false,"\N",15
21,"2025-02-24","RT-D12","Seattle DC to Portland Dist.","DC-SEA","DST-PDX","FINISHED","TRUCK",1,47.6062,-122.3321,45.5152,-122.6784,1,0,30,102,false,"\N",5
36,"2025-06-09","RT-D10","Dallas DC to Denver Dist.","DC-DAL","DST-DEN","FINISHED","TRUCK",2,32.7767,-96.7970,39.7392,-104.9903,3,0,14,119,false,"\N",7
37,"2025-06-16","RT-D06","Chicago DC to Detroit Dist.","DC-CHI","DST-DET","FINISHED","TRUCK",1,41.8525,-87.6514,42.3314,-83.0458,2,0,10,87,false,"\N",7
29,"2025-04-21","RT-B02","Brooklyn Brewery to Atlanta DC","BRW-01","DC-ATL","FINISHED","TRUCK",3,40.6782,-73.9442,33.7537,-84.3863,4,0.25,26.1,102,true,"Ukraine-Russia War - Grain Export Disruption",39
100,"2026-08-31","RT-S06","Hops: Yakima to Chicago Brewery","SUP-WA","BRW-02","HOPS","TRUCK",5,46.6021,-120.5059,41.8881,-87.6298,5,0,23,72,false,"\N",4
75,"2026-03-09","RT-S02","Barley: N.Dakota to Chicago Brewery","SUP-ND","BRW-02","BARLEY","RAIL",3,46.8772,-96.7898,41.8881,-87.6298,4,0,11,100,false,"\N",1
58,"2025-11-10","RT-S01","Barley: Montana to Brooklyn Brewery","SUP-MT","BRW-01","BARLEY","RAIL",5,47.5063,-111.2813,40.6782,-73.9442,5,0,28,105,false,"\N",2
88,"2026-06-08","RT-D11","Dallas DC to Phoenix Dist.","DC-DAL","DST-PHX","FINISHED","TRUCK",2,32.7767,-96.7970,33.4484,-112.0740,2,0,17,71,false,"\N",0
77,"2026-03-23","RT-D12","Seattle DC to Portland Dist.","DC-SEA","DST-PDX","FINISHED","TRUCK",1,47.6062,-122.3321,45.5152,-122.6784,2,0,18,123,false,"\N",4
59,"2025-11-17","RT-B03","Brooklyn Brewery to Toronto DC","BRW-01","DC-TOR","FINISHED","TRUCK",2,40.6782,-73.9442,43.6532,-79.3832,3,0,19,102,false,"\N",6
102,"2026-09-14","RT-S01","Barley: Montana to Brooklyn Brewery","SUP-MT","BRW-01","BARLEY","RAIL",5,47.5063,-111.2813,40.6782,-73.9442,5,0,14,76,false,"\N",4
11,"2024-12-16","RT-D01","NYC DC to Boston Dist.","DC-NYC","DST-BOS","FINISHED","TRUCK",1,40.6501,-74.0139,42.3601,-71.0589,1,0,21,71,false,"\N",7
11,"2024-12-16","RT-D03","Atlanta DC to Miami Dist.","DC-ATL","DST-MIA","FINISHED","TRUCK",2,33.7537,-84.3863,25.7617,-80.1918,2,0,22,82,false,"\N",10
37,"2025-06-16","RT-B05","Chicago Brewery to Dallas DC","BRW-02","DC-DAL","FINISHED","TRUCK",3,41.8881,-87.6298,32.7767,-96.7970,5,0.25,11.7,90,true,"Ukraine-Russia War - Grain Export Disruption",40
53,"2025-10-06","RT-S04","Barley: Saskatchewan to Brooklyn","SUP-SK","BRW-01","BARLEY","RAIL",6,50.4452,-104.6189,40.6782,-73.9442,6,0.075,23.3,98.58,false,"\N",10
84,"2026-05-11","RT-D10","Dallas DC to Denver Dist.","DC-DAL","DST-DEN","FINISHED","TRUCK",2,32.7767,-96.7970,39.7392,-104.9903,3,0,28,95,false,"\N",2
18,"2025-02-03","RT-D12","Seattle DC to Portland Dist.","DC-SEA","DST-PDX","FINISHED","TRUCK",1,47.6062,-122.3321,45.5152,-122.6784,1,0,27,129,false,"\N",6
31,"2025-05-05","RT-D12","Seattle DC to Portland Dist.","DC-SEA","DST-PDX","FINISHED","TRUCK",1,47.6062,-122.3321,45.5152,-122.6784,1,0,11,78,false,"\N",3
34,"2025-05-26","RT-S02","Barley: N.Dakota to Chicago Brewery","SUP-ND","BRW-02","BARLEY","RAIL",3,46.8772,-96.7898,41.8881,-87.6298,4,0.125,23.8,136.4,false,"\N",25
39,"2025-06-30","RT-B05","Chicago Brewery to Dallas DC","BRW-02","DC-DAL","FINISHED","TRUCK",3,41.8881,-87.6298,32.7767,-96.7970,5,0.25,24.3,121.2,true,"Ukraine-Russia War - Grain Export Disruption",38
49,"2025-09-08","RT-B02","Brooklyn Brewery to Atlanta DC","BRW-01","DC-ATL","FINISHED","TRUCK",3,40.6782,-73.9442,33.7537,-84.3863,3,0.15,21.6,89.6,false,"Black Sea Grain Corridor Collapse",21
74,"2026-03-02","RT-D10","Dallas DC to Denver Dist.","DC-DAL","DST-DEN","FINISHED","TRUCK",2,32.7767,-96.7970,39.7392,-104.9903,3,0,26,95,false,"\N",6
37,"2025-06-16","RT-S02","Barley: N.Dakota to Chicago Brewery","SUP-ND","BRW-02","BARLEY","RAIL",3,46.8772,-96.7898,41.8881,-87.6298,3,0.125,9.5,117.7,false,"\N",25
88,"2026-06-08","RT-S08","Hops: Germany (via Newark) to Brooklyn","SUP-DE","BRW-01","HOPS","OCEAN+TRUCK",21,40.7282,-74.1534,40.6782,-73.9442,21,0,13,107,false,"\N",10
39,"2025-06-30","RT-D04","Atlanta DC to Tampa Dist.","DC-ATL","DST-TPA","FINISHED","TRUCK",1,33.7537,-84.3863,27.9506,-82.4572,2,0,15,80,false,"\N",7
54,"2025-10-13","RT-D02","NYC DC to Philadelphia Dist.","DC-NYC","DST-PHL","FINISHED","TRUCK",1,40.6501,-74.0139,39.9526,-75.1652,1,0,18,95,false,"\N",9
46,"2025-08-18","RT-D08","Chicago DC to St.Louis Dist.","DC-CHI","DST-STL","FINISHED","TRUCK",1,41.8525,-87.6514,38.6270,-90.1994,1,0,24,108,false,"\N",9
97,"2026-08-10","RT-B05","Chicago Brewery to Dallas DC","BRW-02","DC-DAL","FINISHED","TRUCK",3,41.8881,-87.6298,32.7767,-96.7970,4,0.12,19,107.41,false,"Midwest Drought - Domestic Barley Belt",15
85,"2026-05-18","RT-D02","NYC DC to Philadelphia Dist.","DC-NYC","DST-PHL","FINISHED","TRUCK",1,40.6501,-74.0139,39.9526,-75.1652,1,0,14,122,false,"\N",10
38,"2025-06-23","RT-S08","Hops: Germany (via Newark) to Brooklyn","SUP-DE","BRW-01","HOPS","OCEAN+TRUCK",21,40.7282,-74.1534,40.6782,-73.9442,21,0,27,89,false,"\N",4
43,"2025-07-28","RT-D13","Seattle DC to SF Dist.","DC-SEA","DST-SFO","FINISHED","TRUCK",2,47.6062,-122.3321,37.7749,-122.4194,2,0,13,104,false,"\N",8
75,"2026-03-09","RT-D03","Atlanta DC to Miami Dist.","DC-ATL","DST-MIA","FINISHED","TRUCK",2,33.7537,-84.3863,25.7617,-80.1918,3,0,12,128,false,"\N",4
94,"2026-07-20","RT-S07","Hops: Yakima to Portland Brewery","SUP-WA","BRW-03","HOPS","TRUCK",1,46.6021,-120.5059,45.5152,-122.6784,1,0,27,95,false,"\N",5
85,"2026-05-18","RT-B05","Chicago Brewery to Dallas DC","BRW-02","DC-DAL","FINISHED","TRUCK",3,41.8881,-87.6298,32.7767,-96.7970,4,0,10,98,false,"\N",7
67,"2026-01-12","RT-B01","Brooklyn Brewery to NYC DC","BRW-01","DC-NYC","FINISHED","TRUCK",1,40.6782,-73.9442,40.6501,-74.0139,2,0,23,123,false,"\N",5
57,"2025-11-03","RT-D08","Chicago DC to St.Louis Dist.","DC-CHI","DST-STL","FINISHED","TRUCK",1,41.8525,-87.6514,38.6270,-90.1994,2,0,17,88,false,"\N",7
69,"2026-01-26","RT-B02","Brooklyn Brewery to Atlanta DC","BRW-01","DC-ATL","FINISHED","TRUCK",3,40.6782,-73.9442,33.7537,-84.3863,3,0,17,71,false,"\N",9
69,"2026-01-26","RT-B03","Brooklyn Brewery to Toronto DC","BRW-01","DC-TOR","FINISHED","TRUCK",2,40.6782,-73.9442,43.6532,-79.3832,2,0,25,85,false,"\N",8
102,"2026-09-14","RT-D03","Atlanta DC to Miami Dist.","DC-ATL","DST-MIA","FINISHED","TRUCK",2,33.7537,-84.3863,25.7617,-80.1918,2,0,18,74,false,"\N",3
37,"2025-06-16","RT-S06","Hops: Yakima to Chicago Brewery","SUP-WA","BRW-02","HOPS","TRUCK",5,46.6021,-120.5059,41.8881,-87.6298,5,0,16,91,false,"\N",2
26,"2025-03-31","RT-S04","Barley: Saskatchewan to Brooklyn","SUP-SK","BRW-01","BARLEY","RAIL",6,50.4452,-104.6189,40.6782,-73.9442,6,0.125,20.9,140.8,false,"\N",18
36,"2025-06-09","RT-S08","Hops: Germany (via Newark) to Brooklyn","SUP-DE","BRW-01","HOPS","OCEAN+TRUCK",21,40.7282,-74.1534,40.6782,-73.9442,21,0,17,106,false,"\N",0
29,"2025-04-21","RT-D03","Atlanta DC to Miami Dist.","DC-ATL","DST-MIA","FINISHED","TRUCK",2,33.7537,-84.3863,25.7617,-80.1918,2,0,16,101,false,"\N",2
81,"2026-04-20","RT-S04","Barley: Saskatchewan to Brooklyn","SUP-SK","BRW-01","BARLEY","RAIL",6,50.4452,-104.6189,40.6782,-73.9442,7,0,28,82,false,"\N",8
41,"2025-07-14","RT-B02","Brooklyn Brewery to Atlanta DC","BRW-01","DC-ATL","FINISHED","TRUCK",3,40.6782,-73.9442,33.7537,-84.3863,4,0.15,28.2,99.68,false,"Black Sea Grain Corridor Collapse",24
45,"2025-08-11","RT-S06","Hops: Yakima to Chicago Brewery","SUP-WA","BRW-02","HOPS","TRUCK",5,46.6021,-120.5059,41.8881,-87.6298,6,0,14,81,false,"\N",2
84,"2026-05-11","RT-B06","Portland Brewery to Seattle DC","BRW-03","DC-SEA","FINISHED","TRUCK",1,45.5152,-122.6784,47.6062,-122.3321,2,0.18,21.3,82.37,true,"EU Export Controls on Hop Extracts",28
46,"2025-08-18","RT-D10","Dallas DC to Denver Dist.","DC-DAL","DST-DEN","FINISHED","TRUCK",2,32.7767,-96.7970,39.7392,-104.9903,3,0,16,84,false,"\N",9
55,"2025-10-20","RT-B04","Chicago Brewery to Chicago DC","BRW-02","DC-CHI","FINISHED","TRUCK",1,41.8881,-87.6298,41.8525,-87.6514,1,0.15,20.7,134.4,false,"Black Sea Grain Corridor Collapse",23
93,"2026-07-13","RT-B01","Brooklyn Brewery to NYC DC","BRW-01","DC-NYC","FINISHED","TRUCK",1,40.6782,-73.9442,40.6501,-74.0139,1,0,23,101,false,"\N",10
77,"2026-03-23","RT-D07","Chicago DC to Minneapolis Dist.","DC-CHI","DST-MSP","FINISHED","TRUCK",1,41.8525,-87.6514,44.9778,-93.2650,2,0,16,113,false,"\N",1
86,"2026-05-25","RT-D05","Atlanta DC to Nashville Dist.","DC-ATL","DST-NSH","FINISHED","TRUCK",1,33.7537,-84.3863,36.1627,-86.7816,2,0,15,92,false,"\N",0
76,"2026-03-16","RT-S06","Hops: Yakima to Chicago Brewery","SUP-WA","BRW-02","HOPS","TRUCK",5,46.6021,-120.5059,41.8881,-87.6298,5,0,13,78,false,"\N",2
71,"2026-02-09","RT-D06","Chicago DC to Detroit Dist.","DC-CHI","DST-DET","FINISHED","TRUCK",1,41.8525,-87.6514,42.3314,-83.0458,1,0,20,123,false,"\N",9
66,"2026-01-05","RT-S08","Hops: Germany (via Newark) to Brooklyn","SUP-DE","BRW-01","HOPS","OCEAN+TRUCK",21,40.7282,-74.1534,40.6782,-73.9442,21,0,19,121,false,"\N",1
63,"2025-12-15","RT-B01","Brooklyn Brewery to NYC DC","BRW-01","DC-NYC","FINISHED","TRUCK",1,40.6782,-73.9442,40.6501,-74.0139,2,0,11,116,false,"\N",0
69,"2026-01-26","RT-D12","Seattle DC to Portland Dist.","DC-SEA","DST-PDX","FINISHED","TRUCK",1,47.6062,-122.3321,45.5152,-122.6784,2,0,19,84,false,"\N",7
69,"2026-01-26","RT-B05","Chicago Brewery to Dallas DC","BRW-02","DC-DAL","FINISHED","TRUCK",3,41.8881,-87.6298,32.7767,-96.7970,3,0,27,78,false,"\N",5
101,"2026-09-07","RT-D02","NYC DC to Philadelphia Dist.","DC-NYC","DST-PHL","FINISHED","TRUCK",1,40.6501,-74.0139,39.9526,-75.1652,2,0,23,119,false,"\N",5
1,"2024-10-07","RT-D11","Dallas DC to Phoenix Dist.","DC-DAL","DST-PHX","FINISHED","TRUCK",2,32.7767,-96.7970,33.4484,-112.0740,3,0,30,82,false,"\N",6
7,"2024-11-18","RT-D14","Seattle DC to LA Dist.","DC-SEA","DST-LAX","FINISHED","TRUCK",3,47.6062,-122.3321,34.0522,-118.2437,3,0,30,88,false,"\N",5
8,"2024-11-25","RT-S01","Barley: Montana to Brooklyn Brewery","SUP-MT","BRW-01","BARLEY","RAIL",5,47.5063,-111.2813,40.6782,-73.9442,7,0.125,10.5,124.3,false,"\N",25
8,"2024-11-25","RT-D04","Atlanta DC to Tampa Dist.","DC-ATL","DST-TPA","FINISHED","TRUCK",1,33.7537,-84.3863,27.9506,-82.4572,1,0,13,101,false,"\N",1
53,"2025-10-06","RT-D12","Seattle DC to Portland Dist.","DC-SEA","DST-PDX","FINISHED","TRUCK",1,47.6062,-122.3321,45.5152,-122.6784,1,0,24,115,false,"\N",0
