"WEEK_NUM","WEEK_START_DATE","PRODUCT_ID","PRODUCT_DESCRIPTION","BEER_STYLE","PACK_TYPE","DC_ID","DC_NAME","CITY","STATE","UNITS_SOLD","SELLING_PRICE","UNIT_COGS","BARLEY_USAGE_PER_UNIT","HOPS_USAGE_PER_UNIT","OTHER_COGS_PER_UNIT"
75,"2026-03-09","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",44,34.58,23.52,0.96,0.66,15.02
91,"2026-06-29","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",56,35.29,25.32,0.96,0.66,15.02
12,"2024-12-23","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",34,34.94,25.57,0.96,0.66,15.02
28,"2025-04-14","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",51,34.58,25.87,0.96,0.66,15.02
44,"2025-08-04","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",57,37.05,25.04,0.96,0.66,15.02
60,"2025-11-24","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",39,35.64,23.08,0.96,0.66,15.02
76,"2026-03-16","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",48,36.00,23.64,0.96,0.66,15.02
92,"2026-07-06","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",68,36.70,24.79,0.96,0.66,15.02
13,"2024-12-30","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",35,34.23,25.61,0.96,0.66,15.02
29,"2025-04-21","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",49,36.70,25.82,0.96,0.66,15.02
45,"2025-08-11","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",50,35.29,25.11,0.96,0.66,15.02
61,"2025-12-01","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",37,36.00,22.96,0.96,0.66,15.02
77,"2026-03-23","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",51,36.00,23.5,0.96,0.66,15.02
93,"2026-07-13","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",62,36.00,24.79,0.96,0.66,15.02
14,"2025-01-06","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",35,34.94,25.45,0.96,0.66,15.02
30,"2025-04-28","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",56,35.29,25.72,0.96,0.66,15.02
46,"2025-08-18","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",50,36.35,26.19,0.96,0.66,15.02
62,"2025-12-08","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",33,36.70,22.99,0.96,0.66,15.02
78,"2026-03-30","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",42,36.35,23.53,0.96,0.66,15.02
94,"2026-07-20","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",68,36.70,24.78,0.96,0.66,15.02
15,"2025-01-13","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",32,37.05,25.6,0.96,0.66,15.02
31,"2025-05-05","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",56,36.00,25.43,0.96,0.66,15.02
47,"2025-08-25","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",52,35.29,26.22,0.96,0.66,15.02
63,"2025-12-15","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",41,35.29,23.01,0.96,0.66,15.02
79,"2026-04-06","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",44,35.64,23.41,0.96,0.66,15.02
95,"2026-07-27","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",55,35.29,24.79,0.96,0.66,15.02
16,"2025-01-20","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",36,35.64,25.6,0.96,0.66,15.02
32,"2025-05-12","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",56,36.35,25.58,0.96,0.66,15.02
48,"2025-09-01","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",55,36.35,26.3,0.96,0.66,15.02
64,"2025-12-22","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",38,35.64,23.09,0.96,0.66,15.02
80,"2026-04-13","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",51,37.05,23.69,0.96,0.66,15.02
96,"2026-08-03","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",54,36.35,24.81,0.96,0.66,15.02
9,"2024-12-02","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",40,36.70,25.26,0.96,0.66,15.02
25,"2025-03-24","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",43,36.70,25.9,0.96,0.66,15.02
41,"2025-07-14","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",55,36.35,25,0.96,0.66,15.02
57,"2025-11-03","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",41,34.23,22.84,0.96,0.66,15.02
73,"2026-02-23","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",42,35.64,23.26,0.96,0.66,15.02
89,"2026-06-15","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",62,37.05,25.39,0.96,0.66,15.02
2,"2024-10-14","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",42,34.23,24.68,0.96,0.66,15.02
18,"2025-02-03","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",40,35.64,25.56,0.96,0.66,15.02
34,"2025-05-26","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",51,36.00,25.06,0.96,0.66,15.02
50,"2025-09-15","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",53,35.29,26.13,0.96,0.66,15.02
66,"2026-01-05","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",41,34.23,22.93,0.96,0.66,15.02
82,"2026-04-27","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",59,37.05,23.63,0.96,0.66,15.02
98,"2026-08-17","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",59,35.29,24.64,0.96,0.66,15.02
3,"2024-10-21","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",38,34.58,24.6,0.96,0.66,15.02
19,"2025-02-10","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",38,34.23,25.74,0.96,0.66,15.02
35,"2025-06-02","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",63,36.35,24.96,0.96,0.66,15.02
51,"2025-09-22","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",44,34.23,26.21,0.96,0.66,15.02
67,"2026-01-12","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",39,35.64,23.13,0.96,0.66,15.02
83,"2026-05-04","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",54,34.23,23.5,0.96,0.66,15.02
99,"2026-08-24","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",53,36.00,24.82,0.96,0.66,15.02
4,"2024-10-28","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",46,36.00,24.73,0.96,0.66,15.02
20,"2025-02-17","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",40,34.23,25.7,0.96,0.66,15.02
36,"2025-06-09","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",59,34.23,24.93,0.96,0.66,15.02
52,"2025-09-29","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",49,35.29,26.26,0.96,0.66,15.02
68,"2026-01-19","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",39,34.23,23.13,0.96,0.66,15.02
84,"2026-05-11","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",51,36.35,23.48,0.96,0.66,15.02
100,"2026-08-31","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",50,35.64,24.76,0.96,0.66,15.02
5,"2024-11-04","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",36,35.29,24.78,0.96,0.66,15.02
21,"2025-02-24","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",41,35.29,25.72,0.96,0.66,15.02
37,"2025-06-16","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",56,35.64,24.87,0.96,0.66,15.02
53,"2025-10-06","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",44,35.29,24.89,0.96,0.66,15.02
69,"2026-01-26","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",38,34.23,23.29,0.96,0.66,15.02
85,"2026-05-18","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",49,36.70,23.57,0.96,0.66,15.02
101,"2026-09-07","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",55,35.64,23,0.96,0.66,15.02
6,"2024-11-11","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",41,36.00,24.55,0.96,0.66,15.02
22,"2025-03-03","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",44,34.94,25.77,0.96,0.66,15.02
38,"2025-06-23","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",65,37.05,24.88,0.96,0.66,15.02
54,"2025-10-13","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",50,34.94,24.81,0.96,0.66,15.02
70,"2026-02-02","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",40,36.00,23.14,0.96,0.66,15.02
86,"2026-05-25","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",63,35.64,23.36,0.96,0.66,15.02
102,"2026-09-14","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",46,36.35,22.96,0.96,0.66,15.02
7,"2024-11-18","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",42,34.23,25.31,0.96,0.66,15.02
23,"2025-03-10","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",40,34.23,25.86,0.96,0.66,15.02
39,"2025-06-30","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",65,34.58,24.77,0.96,0.66,15.02
55,"2025-10-20","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",44,34.23,24.84,0.96,0.66,15.02
71,"2026-02-09","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",44,34.23,23.04,0.96,0.66,15.02
87,"2026-06-01","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",63,37.05,25.39,0.96,0.66,15.02
103,"2026-09-21","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",47,36.35,22.78,0.96,0.66,15.02
8,"2024-11-25","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",33,37.05,25.47,0.96,0.66,15.02
24,"2025-03-17","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",40,35.29,25.8,0.96,0.66,15.02
40,"2025-07-07","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",54,34.58,25.01,0.96,0.66,15.02
56,"2025-10-27","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",42,35.29,24.97,0.96,0.66,15.02
72,"2026-02-16","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",38,34.58,23.23,0.96,0.66,15.02
88,"2026-06-08","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",61,36.70,25.32,0.96,0.66,15.02
104,"2026-09-28","BEER-001054","Demo Beer Product #54","BEER","CS","DC-NYC","New York Distribution Center","Brooklyn","NY",45,34.94,22.97,0.96,0.66,15.02
1,"2024-10-07","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",25,34.23,24.56,0.96,0.66,15.02
17,"2025-01-27","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",18,34.58,25.63,0.96,0.66,15.02
33,"2025-05-19","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",31,34.94,25.49,0.96,0.66,15.02
49,"2025-09-08","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",22,36.35,26.05,0.96,0.66,15.02
65,"2025-12-29","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",19,34.23,23.05,0.96,0.66,15.02
81,"2026-04-20","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",29,34.58,23.57,0.96,0.66,15.02
97,"2026-08-10","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",30,37.05,24.68,0.96,0.66,15.02
10,"2024-12-09","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",17,35.64,25.47,0.96,0.66,15.02
26,"2025-03-31","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",24,35.29,25.79,0.96,0.66,15.02
42,"2025-07-21","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",32,34.23,25.12,0.96,0.66,15.02
58,"2025-11-10","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",19,36.00,22.85,0.96,0.66,15.02
74,"2026-03-02","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",23,36.35,23.62,0.96,0.66,15.02
90,"2026-06-22","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",34,37.05,25.33,0.96,0.66,15.02
11,"2024-12-16","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",17,35.64,25.63,0.96,0.66,15.02
27,"2025-04-07","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",27,34.23,25.84,0.96,0.66,15.02
43,"2025-07-28","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",29,35.64,24.95,0.96,0.66,15.02
59,"2025-11-17","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",21,35.29,23.07,0.96,0.66,15.02
75,"2026-03-09","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",21,35.64,23.52,0.96,0.66,15.02
91,"2026-06-29","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",30,36.70,25.32,0.96,0.66,15.02
12,"2024-12-23","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",19,34.58,25.57,0.96,0.66,15.02
28,"2025-04-14","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",27,34.23,25.87,0.96,0.66,15.02
44,"2025-08-04","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",31,37.05,25.04,0.96,0.66,15.02
60,"2025-11-24","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",19,34.94,23.08,0.96,0.66,15.02
76,"2026-03-16","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",23,34.94,23.64,0.96,0.66,15.02
92,"2026-07-06","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",34,35.29,24.79,0.96,0.66,15.02
13,"2024-12-30","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",19,34.94,25.61,0.96,0.66,15.02
29,"2025-04-21","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",26,34.94,25.82,0.96,0.66,15.02
45,"2025-08-11","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",27,35.29,25.11,0.96,0.66,15.02
61,"2025-12-01","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",21,37.05,22.96,0.96,0.66,15.02
77,"2026-03-23","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",24,37.05,23.5,0.96,0.66,15.02
93,"2026-07-13","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",34,34.58,24.79,0.96,0.66,15.02
14,"2025-01-06","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",16,34.23,25.45,0.96,0.66,15.02
30,"2025-04-28","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",29,35.29,25.72,0.96,0.66,15.02
46,"2025-08-18","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",28,35.64,26.19,0.96,0.66,15.02
62,"2025-12-08","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",18,34.94,22.99,0.96,0.66,15.02
78,"2026-03-30","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",24,34.94,23.53,0.96,0.66,15.02
94,"2026-07-20","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",29,36.70,24.78,0.96,0.66,15.02
15,"2025-01-13","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",18,36.35,25.6,0.96,0.66,15.02
31,"2025-05-05","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",26,35.29,25.43,0.96,0.66,15.02
47,"2025-08-25","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",24,36.35,26.22,0.96,0.66,15.02
63,"2025-12-15","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",18,35.29,23.01,0.96,0.66,15.02
79,"2026-04-06","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",23,35.29,23.41,0.96,0.66,15.02
95,"2026-07-27","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",28,34.94,24.79,0.96,0.66,15.02
16,"2025-01-20","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",20,36.00,25.6,0.96,0.66,15.02
32,"2025-05-12","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",29,35.64,25.58,0.96,0.66,15.02
48,"2025-09-01","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",22,37.05,26.3,0.96,0.66,15.02
64,"2025-12-22","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",17,36.00,23.09,0.96,0.66,15.02
80,"2026-04-13","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",24,34.58,23.69,0.96,0.66,15.02
96,"2026-08-03","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",30,34.58,24.81,0.96,0.66,15.02
9,"2024-12-02","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",18,36.00,25.26,0.96,0.66,15.02
25,"2025-03-24","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",21,35.29,25.9,0.96,0.66,15.02
41,"2025-07-14","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",28,34.94,25,0.96,0.66,15.02
57,"2025-11-03","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",24,35.64,22.84,0.96,0.66,15.02
73,"2026-02-23","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",24,37.05,23.26,0.96,0.66,15.02
89,"2026-06-15","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",33,36.35,25.39,0.96,0.66,15.02
2,"2024-10-14","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",22,35.29,24.68,0.96,0.66,15.02
18,"2025-02-03","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",20,34.94,25.56,0.96,0.66,15.02
34,"2025-05-26","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",28,36.00,25.06,0.96,0.66,15.02
50,"2025-09-15","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",24,36.35,26.13,0.96,0.66,15.02
66,"2026-01-05","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",18,37.05,22.93,0.96,0.66,15.02
82,"2026-04-27","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",29,35.29,23.63,0.96,0.66,15.02
98,"2026-08-17","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",28,36.35,24.64,0.96,0.66,15.02
3,"2024-10-21","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",20,34.94,24.6,0.96,0.66,15.02
19,"2025-02-10","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",18,37.05,25.74,0.96,0.66,15.02
35,"2025-06-02","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",32,36.35,24.96,0.96,0.66,15.02
51,"2025-09-22","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",26,36.35,26.21,0.96,0.66,15.02
67,"2026-01-12","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",19,36.70,23.13,0.96,0.66,15.02
83,"2026-05-04","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",30,37.05,23.5,0.96,0.66,15.02
99,"2026-08-24","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",31,35.29,24.82,0.96,0.66,15.02
4,"2024-10-28","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",20,37.05,24.73,0.96,0.66,15.02
20,"2025-02-17","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",20,35.29,25.7,0.96,0.66,15.02
36,"2025-06-09","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",33,34.58,24.93,0.96,0.66,15.02
52,"2025-09-29","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",21,34.23,26.26,0.96,0.66,15.02
68,"2026-01-19","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",19,36.00,23.13,0.96,0.66,15.02
84,"2026-05-11","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",30,34.58,23.48,0.96,0.66,15.02
100,"2026-08-31","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",29,36.00,24.76,0.96,0.66,15.02
5,"2024-11-04","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",21,36.35,24.78,0.96,0.66,15.02
21,"2025-02-24","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",22,35.29,25.72,0.96,0.66,15.02
37,"2025-06-16","BEER-001054","Demo Beer Product #54","BEER","CS","DC-DAL","Dallas Distribution Center","Dallas","TX",29,35.29,24.87,0.96,0.66,15.02
