"WEEK_NUM","WEEK_START_DATE","DC_ID","DC_NAME","CITY","STATE","LATITUDE","LONGITUDE","ON_HAND_UNITS","WEEKLY_DEMAND_UNITS","INBOUND_SUPPLY_TONS","AVG_SUPPLY_DISRUPTION","AVG_LEAD_DAYS","DAYS_OF_SUPPLY","SAFETY_STOCK_THRESHOLD","RISK_STATUS"
96,"2026-08-03","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,20125,1137,12.4,0.12,2,127.4,2843,"ELEVATED"
16,"2025-01-20","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,38585,975,13.1,0.45,2,263.3,2438,"CRITICAL"
85,"2026-05-18","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,41283,1270,24,0,3,229.6,3175,"NORMAL"
10,"2024-12-09","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,44324,1158,26.4,0.3,1,237.1,2895,"AT_RISK"
17,"2025-01-27","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,37874,971,16.4,0.45,1,296.8,2428,"CRITICAL"
30,"2025-04-28","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,44961,1452,27,0.25,1,215,3630,"AT_RISK"
99,"2026-08-24","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,43244,1524,23.8,0.12,1,178.8,3810,"ELEVATED"
69,"2026-01-26","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,54382,1234,21,0,1,318,3085,"NORMAL"
2,"2024-10-14","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,24009,1029,14.4,0.25,5,174.5,2573,"AT_RISK"
95,"2026-07-27","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,22537,1152,15.2,0.12,1,125.5,2880,"ELEVATED"
50,"2025-09-15","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,25899,826,19.7,0.15,3,243.9,2065,"ELEVATED"
34,"2025-05-26","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,43545,1565,16.2,0.25,1,191.9,3913,"AT_RISK"
5,"2024-11-04","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,18806,791,11.7,0.25,2,198.2,1978,"AT_RISK"
29,"2025-04-21","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,32961,1202,18,0.25,5,210,3005,"AT_RISK"
54,"2025-10-13","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,43124,1477,17.9,0.15,1,191.1,3693,"ELEVATED"
46,"2025-08-18","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,31700,1313,16,0.15,4,164.2,3283,"ELEVATED"
87,"2026-06-01","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,31162,944,27.8,0.18,2,217.7,2360,"ELEVATED"
52,"2025-09-29","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,36130,1330,20.7,0.15,1,214.2,3325,"ELEVATED"
45,"2025-08-11","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,21960,1123,13.2,0.15,2,141.3,2808,"ELEVATED"
15,"2025-01-13","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,37898,928,10.7,0.45,2,304.4,2320,"CRITICAL"
88,"2026-06-08","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,50622,1652,25.7,0.12,1,199.7,4130,"ELEVATED"
1,"2024-10-07","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,27921,968,11.7,0.25,4,215.4,2420,"AT_RISK"
47,"2025-08-25","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,42825,1524,19.7,0.15,1,180.9,3810,"ELEVATED"
74,"2026-03-02","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,55417,1374,24.1,0.18,2,280.2,3435,"ELEVATED"
66,"2026-01-05","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,37143,856,21,0,3,292.1,2140,"NORMAL"
72,"2026-02-16","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,41281,943,24,0,3,271.3,2358,"NORMAL"
90,"2026-06-22","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,29202,963,16.7,0.18,3,228.5,2408,"ELEVATED"
91,"2026-06-29","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,47645,1692,28.6,0.12,1,190.2,4230,"ELEVATED"
74,"2026-03-02","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,39652,997,29,0,4,299.1,2493,"NORMAL"
76,"2026-03-16","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,51875,1320,10,0,1,296.1,3300,"NORMAL"
50,"2025-09-15","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,37739,1434,20.7,0.15,1,196,3585,"ELEVATED"
44,"2025-08-04","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,39232,1619,24.4,0.15,1,186.1,4048,"ELEVATED"
23,"2025-03-10","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,36454,942,13.5,0.25,3,287,2355,"AT_RISK"
40,"2025-07-07","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,44353,1914,22.6,0.15,1,167.5,4785,"ELEVATED"
31,"2025-05-05","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,31750,1228,14.4,0.25,5,199.3,3070,"AT_RISK"
48,"2025-09-01","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,21738,1152,8,0.5,5,126.1,2880,"CRITICAL"
94,"2026-07-20","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,22414,1191,23.8,0.12,1,143.4,2978,"ELEVATED"
48,"2025-09-01","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,15676,1015,22.4,0.35,1,118.3,2538,"AT_RISK"
74,"2026-03-02","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,54323,1204,20,0,1,313.2,3010,"NORMAL"
81,"2026-04-20","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,55536,1655,22.3,0.18,1,236,4138,"ELEVATED"
31,"2025-05-05","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,42970,1440,24.4,0.4,1,216,3600,"CRITICAL"
4,"2024-10-28","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,28293,909,10.8,0.25,5,234.4,2273,"AT_RISK"
48,"2025-09-01","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,43691,1752,16.9,0.15,2,175.7,4380,"ELEVATED"
44,"2025-08-04","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,25543,946,27.3,0.15,2,193.1,2365,"ELEVATED"
21,"2025-02-24","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,23966,792,9.9,0.25,2,240.7,1980,"AT_RISK"
98,"2026-08-17","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,43108,1580,28.6,0.12,1,191.4,3950,"ELEVATED"
59,"2025-11-17","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,28977,652,19,0,3,292.9,1630,"NORMAL"
23,"2025-03-10","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,45488,1184,18.9,0.25,2,268.2,2960,"AT_RISK"
75,"2026-03-09","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,53649,1391,19.5,0.18,1,273.6,3478,"ELEVATED"
9,"2024-12-02","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,39461,1181,14.1,0.3,1,245.9,2953,"AT_RISK"
1,"2024-10-07","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,37707,1483,17.1,0.25,2,191.6,3708,"AT_RISK"
65,"2025-12-29","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,33657,858,14,0,4,292.8,2145,"NORMAL"
66,"2026-01-05","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,24553,727,29,0,2,229.9,1818,"NORMAL"
18,"2025-02-03","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,40793,979,10.7,0.45,1,273.4,2448,"CRITICAL"
82,"2026-04-27","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,55389,1562,20,0,1,252.6,3905,"NORMAL"
57,"2025-11-03","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,31746,991,29,0,3,244.8,2478,"NORMAL"
3,"2024-10-21","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,22119,831,18,0.25,1,141.8,2078,"AT_RISK"
49,"2025-09-08","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,44127,1680,15,0.15,1,186.6,4200,"ELEVATED"
46,"2025-08-18","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,43986,1779,17.9,0.15,1,169.6,4448,"ELEVATED"
103,"2026-09-21","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,33110,1188,30,0,3,199.6,2970,"NORMAL"
47,"2025-08-25","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,28238,1254,9.4,0.15,4,150.1,3135,"ELEVATED"
11,"2024-12-16","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,33695,768,25.2,0.25,4,292.8,1920,"AT_RISK"
32,"2025-05-12","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,35121,1252,27,0.25,3,191.2,3130,"AT_RISK"
86,"2026-05-25","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,43276,1279,16,0,3,218,3198,"NORMAL"
27,"2025-04-07","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,48034,1528,26.4,0.3,1,231,3820,"AT_RISK"
30,"2025-04-28","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,49065,1681,14.1,0.3,1,214.1,4203,"AT_RISK"
34,"2025-05-26","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,33364,1332,14.4,0.25,3,185.3,3330,"AT_RISK"
17,"2025-01-27","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,28662,573,19.7,0.45,2,357.4,1433,"CRITICAL"
29,"2025-04-21","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,31893,818,8.8,0.3,3,240.4,2045,"AT_RISK"
95,"2026-07-27","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,36681,1601,19.4,0.3,2,173.5,4003,"AT_RISK"
68,"2026-01-19","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,53018,1052,18,0,1,353,2630,"NORMAL"
50,"2025-09-15","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,42323,1613,13.2,0.15,1,171.1,4033,"ELEVATED"
88,"2026-06-08","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,36481,1340,28.6,0.12,4,191.9,3350,"ELEVATED"
28,"2025-04-14","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,27496,990,18,0.25,2,189.2,2475,"AT_RISK"
18,"2025-02-03","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,39269,810,27,0.25,3,335,2025,"AT_RISK"
78,"2026-03-30","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,43734,1079,26,0,3,285.7,2698,"NORMAL"
83,"2026-05-04","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,35090,914,9.3,0.18,2,258.9,2285,"ELEVATED"
65,"2025-12-29","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,40916,804,27,0,3,359.7,2010,"NORMAL"
99,"2026-08-24","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,35155,1213,23,0,3,198.2,3033,"NORMAL"
98,"2026-08-17","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,48205,1859,27,0,2,177,4648,"NORMAL"
98,"2026-08-17","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,28493,1308,21.9,0.12,3,164.4,3270,"ELEVATED"
53,"2025-10-06","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,24758,756,24.4,0.15,2,241.5,1890,"ELEVATED"
7,"2024-11-18","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,39030,1068,11.7,0.25,1,267.3,2670,"AT_RISK"
66,"2026-01-05","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,48246,1034,27,0,2,330.9,2585,"NORMAL"
104,"2026-09-28","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,34617,1097,30,0,3,206.8,2743,"NORMAL"
59,"2025-11-17","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,32207,917,11,0,3,258.2,2293,"NORMAL"
46,"2025-08-18","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,40790,1583,20.7,0.15,1,173,3958,"ELEVATED"
83,"2026-05-04","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,36924,1337,19,0,4,208.4,3343,"NORMAL"
10,"2024-12-09","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,18657,697,20.7,0.25,1,186.8,1743,"AT_RISK"
73,"2026-02-23","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,59121,1375,29,0,1,292.2,3438,"NORMAL"
59,"2025-11-17","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,48248,1313,27,0,1,240.7,3283,"NORMAL"
76,"2026-03-16","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,51186,1465,26,0.18,1,260.1,3663,"ELEVATED"
3,"2024-10-21","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,37261,1379,11.7,0.25,2,198,3448,"AT_RISK"
80,"2026-04-13","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,28944,978,18.6,0.18,1,208.2,2445,"ELEVATED"
66,"2026-01-05","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,33948,596,22,0,2,415.3,1490,"NORMAL"
23,"2025-03-10","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,32323,685,14.1,0.3,2,331.1,1713,"AT_RISK"
75,"2026-03-09","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,32934,715,13,0.18,2,311.9,1788,"ELEVATED"
88,"2026-06-08","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,32718,959,13,0.18,2,231.4,2398,"ELEVATED"
15,"2025-01-13","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,47955,1121,11.4,0.3,2,267.3,2803,"AT_RISK"
2,"2024-10-14","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,40942,1415,16.2,0.25,1,194.8,3538,"AT_RISK"
20,"2025-02-17","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,35798,923,13.5,0.25,5,251.7,2308,"AT_RISK"
8,"2024-11-25","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,22382,609,22.9,0.3,4,252.9,1523,"AT_RISK"
98,"2026-08-17","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,19351,1089,11.4,0.12,1,141.3,2723,"ELEVATED"
1,"2024-10-07","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,16712,885,17.1,0.25,1,160.3,2213,"AT_RISK"
97,"2026-08-10","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,34562,1516,26.4,0.3,2,165.2,3790,"AT_RISK"
92,"2026-07-06","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,45659,1688,28.6,0.12,1,185.9,4220,"ELEVATED"
103,"2026-09-21","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,39933,1401,19,0,1,210.7,3503,"NORMAL"
86,"2026-05-25","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,23612,1121,14.8,0.18,1,151.9,2803,"ELEVATED"
39,"2025-06-30","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,29294,975,11.7,0.25,2,185,2438,"AT_RISK"
79,"2026-04-06","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,54467,1447,26,0,1,271.7,3618,"NORMAL"
20,"2025-02-17","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,26291,617,20.5,0.45,4,280.4,1543,"CRITICAL"
76,"2026-03-16","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,41092,1006,11,0,3,312.1,2515,"NORMAL"
49,"2025-09-08","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,22557,1132,13.6,0.5,6,149,2830,"CRITICAL"
4,"2024-10-28","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,22001,672,15.3,0.25,2,248.2,1680,"AT_RISK"
49,"2025-09-08","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,37322,1448,11.3,0.15,2,197,3620,"ELEVATED"
6,"2024-11-11","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,38427,1079,11.7,0.25,1,234.4,2698,"AT_RISK"
2,"2024-10-14","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,22857,709,18,0.25,3,235.4,1773,"AT_RISK"
20,"2025-02-17","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,36532,862,11.7,0.25,5,285.8,2155,"AT_RISK"
80,"2026-04-13","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,31559,828,27.8,0.18,2,293.8,2070,"ELEVATED"
35,"2025-06-02","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,33055,1325,26.1,0.25,5,189.8,3313,"AT_RISK"
34,"2025-05-26","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,39166,1235,18,0.25,3,199.2,3088,"AT_RISK"
50,"2025-09-15","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,17855,945,21.5,0.35,1,154.7,2363,"AT_RISK"
11,"2024-12-16","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,27450,574,19.4,0.3,3,314,1435,"AT_RISK"
61,"2025-12-01","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,29029,635,17,0,3,359.9,1588,"NORMAL"
28,"2025-04-14","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,49470,1383,23.4,0.25,1,241,3458,"AT_RISK"
93,"2026-07-13","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,52349,1954,23,0,1,183.3,4885,"NORMAL"
87,"2026-06-01","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,47605,1880,12.1,0.18,1,180.5,4700,"ELEVATED"
66,"2026-01-05","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,53058,1200,29,0,2,309.7,3000,"NORMAL"
90,"2026-06-22","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,34629,1407,24.8,0.12,3,166.3,3518,"ELEVATED"
52,"2025-09-29","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,23817,1030,17.6,0.5,4,149.7,2575,"CRITICAL"
90,"2026-06-22","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,24047,1164,26,0.18,2,131.2,2910,"ELEVATED"
70,"2026-02-02","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,37000,633,28,0,3,386.8,1583,"NORMAL"
35,"2025-06-02","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,31271,938,18.9,0.25,2,210.6,2345,"AT_RISK"
96,"2026-08-03","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,35529,1316,13,0,3,189.5,3290,"NORMAL"
45,"2025-08-11","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,43042,1814,21.6,0.15,1,178,4535,"ELEVATED"
29,"2025-04-21","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,23838,1003,26.1,0.25,1,193.1,2508,"AT_RISK"
78,"2026-03-30","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,28757,937,10.2,0.18,1,185.2,2343,"ELEVATED"
82,"2026-04-27","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,24182,1048,11.1,0.18,2,175.7,2620,"ELEVATED"
87,"2026-06-01","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,27524,1152,9.3,0.18,2,141.5,2880,"ELEVATED"
12,"2024-12-23","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,22502,681,12.6,0.25,1,208.7,1703,"AT_RISK"
10,"2024-12-09","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,42517,1021,23.4,0.25,1,269.9,2553,"AT_RISK"
72,"2026-02-16","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,53958,1143,19,0,1,333,2858,"NORMAL"
85,"2026-05-18","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,34558,942,16.7,0.18,3,255.8,2355,"ELEVATED"
41,"2025-07-14","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,44329,1675,26.3,0.15,2,176.5,4188,"ELEVATED"
93,"2026-07-13","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,30076,1396,11.4,0.12,3,149.6,3490,"ELEVATED"
72,"2026-02-16","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,37558,676,14,0,3,369,1690,"NORMAL"
102,"2026-09-14","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,33342,1206,29,0,3,179.8,3015,"NORMAL"
84,"2026-05-11","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,40069,1265,25,0,3,247.4,3163,"NORMAL"
7,"2024-11-18","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,19788,766,10.8,0.25,2,196.3,1915,"AT_RISK"
94,"2026-07-20","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,30647,983,27,0,3,200.2,2458,"NORMAL"
14,"2025-01-06","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,45871,978,24.3,0.25,2,322.9,2445,"AT_RISK"
43,"2025-07-28","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,34252,1269,23.5,0.15,3,191.2,3173,"ELEVATED"
63,"2025-12-15","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,50353,1222,11,0,2,274.7,3055,"NORMAL"
78,"2026-03-30","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,42225,1145,30,0,4,262.7,2863,"NORMAL"
78,"2026-03-30","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,54391,1545,10.2,0.18,2,246,3863,"ELEVATED"
37,"2025-06-16","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,46336,1908,14.4,0.25,1,162.8,4770,"AT_RISK"
39,"2025-06-30","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,45508,1919,19.8,0.25,1,171.3,4798,"AT_RISK"
9,"2024-12-02","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,31728,856,16.2,0.25,5,248,2140,"AT_RISK"
32,"2025-05-12","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,24490,1063,9.9,0.25,1,180.4,2658,"AT_RISK"
65,"2025-12-29","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,50763,1033,19,0,1,325.7,2583,"NORMAL"
92,"2026-07-06","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,38041,1342,30,0,3,193.6,3355,"NORMAL"
15,"2025-01-13","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,37880,784,26.1,0.25,5,307.1,1960,"AT_RISK"
73,"2026-02-23","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,45068,930,22,0,3,321,2325,"NORMAL"
4,"2024-10-28","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,41949,1341,9.9,0.25,1,202.8,3353,"AT_RISK"
50,"2025-09-15","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,23500,1094,16.8,0.5,5,130.2,2735,"CRITICAL"
51,"2025-09-22","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,20515,914,12.9,0.35,2,156.6,2285,"AT_RISK"
41,"2025-07-14","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,34102,1321,28.2,0.15,4,189.7,3303,"ELEVATED"
15,"2025-01-13","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,20413,693,9,0.25,1,261.3,1733,"AT_RISK"
29,"2025-04-21","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,40015,1109,26.1,0.25,4,230.3,2773,"AT_RISK"
92,"2026-07-06","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,51275,2020,14,0,1,178,5050,"NORMAL"
90,"2026-06-22","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,47089,1688,23.8,0.12,1,195.2,4220,"ELEVATED"
59,"2025-11-17","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,24160,784,20,0,2,206.8,1960,"NORMAL"
78,"2026-03-30","DC-CHI","Chicago Distribution Center","Chicago","IL",41.8525,-87.6514,52123,1354,21,0,2,288,3385,"NORMAL"
69,"2026-01-26","DC-DAL","Dallas Distribution Center","Dallas","TX",32.7767,-96.797,37498,908,27,0,3,298.6,2270,"NORMAL"
69,"2026-01-26","DC-SEA","Seattle Distribution Center","Seattle","WA",47.6062,-122.3321,26680,750,19,0,2,271.2,1875,"NORMAL"
45,"2025-08-11","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,29830,930,14.1,0.15,2,199.7,2325,"ELEVATED"
99,"2026-08-24","DC-TOR","Toronto Distribution Center","Toronto","ON",43.6532,-79.3832,29157,906,27,0,2,233.9,2265,"NORMAL"
19,"2025-02-10","DC-ATL","Atlanta Distribution Center","Atlanta","GA",33.7537,-84.3863,36152,844,20.7,0.25,3,329.2,2110,"AT_RISK"
25,"2025-03-24","DC-NYC","New York Distribution Center","Brooklyn","NY",40.6501,-74.0139,48062,1464,11.4,0.3,2,240,3660,"AT_RISK"
